"","Subject","Age","Gender","Date","TrialNumber","Mesh","Function","Name","Name_learnt","Task","SuccessTask","RTMovement","RTGrasping","RTAction","TrialBlock","RTMovementGrasping","RTGraspingAction","RTMovement.c","RTMovement.z","RTGrasping.c","RTGrasping.z","RTAction.c","RTAction.z","RTMovementGrasping.c","RTMovementGrasping.z","RTGraspingAction.c","RTGraspingAction.z"
"4925",30,19,"Female",18102018,146,"controllerRenderer_G","ANTIGRAVITY","SNI","Yes","MOVE","True",0.4777778,1.400002,1.511114,2,0.922,0.111,-0.042,-0.19,-0.278,-0.443,-1.149,-0.525,-0.236,-0.39,-0.871,-0.451
"4926",32,20,"Female",19102018,146,"controllerRenderer_E","BLACKHOLE","NoName2","No","MOVE","True",0.6000003,1.233335,1.388891,2,0.633,0.156,0.08,0.365,-0.445,-0.709,-1.271,-0.58,-0.525,-0.867,-0.826,-0.427
"4927",33,17,"Female",19102018,146,"controllerRenderer_G","GROWING","LUM","Yes","MOVE","True",0.4777778,1.66667,1.811115,2,1.189,0.144,-0.042,-0.19,-0.012,-0.019,-0.849,-0.388,0.03,0.05,-0.837,-0.434
"4928",34,53,"Female",6112018,146,"controllerRenderer_I","GROWING","NoName1","No","USE","True",0.4,1.811115,4.388882,2,1.411,2.578,-0.12,-0.543,0.133,0.211,1.729,0.789,0.253,0.416,1.596,0.826
"4929",35,19,"Female",6112018,146,"controllerRenderer_G","VANISHING","LUM","Yes","USE","True",0.6222225,1.433336,2.022226,2,0.811,0.589,0.103,0.466,-0.245,-0.39,-0.638,-0.291,-0.348,-0.574,-0.393,-0.203
"4930",36,20,"Female",6112018,146,"controllerRenderer_G","CREATING","NoName1","No","USE","True",0.5222223,1.744448,3.299993,2,1.222,1.556,0.003,0.012,0.066,0.105,0.64,0.292,0.063,0.104,0.574,0.297
"4931",37,21,"Female",7112018,146,"controllerRenderer_A","SNOWING","UNT","Yes","USE","True",0.4777778,1.833337,3.599991,2,1.356,1.767,-0.042,-0.19,0.155,0.247,0.94,0.429,0.197,0.325,0.785,0.406
"4932",38,20,"Male",7112018,146,"controllerRenderer_C","VANISHING","UNT","Yes","USE","True",0.3555556,1.522225,3.966655,2,1.167,2.444,-0.164,-0.745,-0.156,-0.249,1.306,0.596,0.008,0.013,1.462,0.756
"4933",39,20,"Female",8112018,146,"controllerRenderer_C","BLACKHOLE","LUM","Yes","USE","True",0.7000005,2.077781,3.766656,2,1.378,1.689,0.18,0.819,0.399,0.636,1.106,0.505,0.219,0.361,0.707,0.366
"4934",40,19,"Male",8112018,146,"controllerRenderer_E","SNOWING","LUM","Yes","USE","True",0.4555556,1.700003,2.277779,2,1.244,0.578,-0.064,-0.291,0.022,0.034,-0.383,-0.175,0.086,0.14,-0.405,-0.209
"4935",1922222,20,"Female",9102018,146,"controllerRenderer_B","GROWING","NoName1","No","MOVE","True",0.4333333,1.322224,1.488891,2,0.889,0.167,-0.086,-0.392,-0.356,-0.567,-1.171,-0.535,-0.27,-0.445,-0.815,-0.422
"4936",1,25,"Female",19092018,147,"controllerRenderer_E","BLACKHOLE","LUM","Yes","USE","True",0.4111111,1.577781,2.633332,2,1.167,1.056,-0.108,-0.493,-0.101,-0.16,-0.027,-0.012,0.007,0.013,0.074,0.038
"4937",2,19,"Female",24092018,147,"controllerRenderer_E","VANISHING","LUM","Yes","MOVE","True",0.2,1.222224,1.211113,2,1.022,-0.011,-0.32,-1.451,-0.456,-0.727,-1.449,-0.662,-0.136,-0.226,-0.993,-0.514
"4938",4,19,"Female",25092018,147,"controllerRenderer_E","CREATING","NoName1","No","MOVE","True",0.5,1.466669,1.555558,2,0.967,0.089,-0.02,-0.089,-0.212,-0.337,-1.105,-0.504,-0.192,-0.316,-0.893,-0.462
"4939",6,35,"Female",26092018,147,"controllerRenderer_I","GROWING","SNI","Yes","MOVE","True",0.4666667,1.533336,1.677781,2,1.067,0.144,-0.053,-0.24,-0.145,-0.231,-0.983,-0.449,-0.092,-0.151,-0.838,-0.434
"4940",8,21,"Female",27092018,147,"controllerRenderer_I","ANTIGRAVITY","NoName1","No","MOVE","True",0.5111111,1.588892,1.655559,2,1.078,0.067,-0.008,-0.038,-0.09,-0.143,-1.005,-0.459,-0.082,-0.133,-0.915,-0.473
"4941",9,19,"Male",27092018,147,"controllerRenderer_A","VANISHING","SNI","Yes","MOVE","True",0.5333334,1.811115,1.811115,2,1.278,0,0.014,0.062,0.133,0.211,-0.849,-0.388,0.119,0.196,-0.982,-0.508
"4942",10,19,"Female",2102018,147,"controllerRenderer_E","ANTIGRAVITY","LUM","Yes","MOVE","True",0.4333333,1.300002,1.433336,2,0.867,0.133,-0.086,-0.392,-0.378,-0.603,-1.227,-0.56,-0.292,-0.481,-0.849,-0.439
"4943",11,19,"Female",3102018,147,"controllerRenderer_B","SNOWING","UNT","Yes","MOVE","True",0.5333334,1.455558,2.055559,2,0.922,0.6,0.014,0.062,-0.223,-0.355,-0.605,-0.276,-0.237,-0.39,-0.382,-0.198
"4944",12,19,"Female",3102018,147,"controllerRenderer_I","VANISHING","UNT","Yes","MOVE","True",0.4444444,1.455558,1.566669,2,1.011,0.111,-0.075,-0.341,-0.223,-0.355,-1.094,-0.499,-0.148,-0.244,-0.871,-0.451
"4945",13,19,"Female",4102018,147,"controllerRenderer_C","BLACKHOLE","LUM","Yes","MOVE","True",0.7222228,1.555558,1.622225,2,0.833,0.067,0.203,0.92,-0.123,-0.196,-1.038,-0.474,-0.326,-0.537,-0.915,-0.473
"4946",14,20,"Female",5102018,147,"controllerRenderer_B","GROWING","NoName2","No","USE","True",0.4555556,1.37778,2.088892,2,0.922,0.711,-0.064,-0.291,-0.301,-0.479,-0.571,-0.261,-0.237,-0.39,-0.27,-0.14
"4947",15,20,"Female",5102018,147,"controllerRenderer_E","ANTIGRAVITY","NoName1","No","USE","True",0.5555557,1.488891,2.000004,2,0.933,0.511,0.036,0.163,-0.19,-0.302,-0.66,-0.301,-0.226,-0.372,-0.47,-0.244
"4948",16,20,"Female",8102018,147,"controllerRenderer_A","VANISHING","NoName3","No","USE","True",0.3666667,1.500003,2.444445,2,1.133,0.944,-0.153,-0.694,-0.178,-0.284,-0.216,-0.099,-0.025,-0.043,-0.038,-0.02
"4949",17,20,"Female",8102018,147,"controllerRenderer_C","SNOWING","NoName2","No","MOVE","True",0.5555557,1.144446,1.222224,2,0.589,0.078,0.036,0.163,-0.534,-0.85,-1.438,-0.656,-0.57,-0.94,-0.904,-0.468
"4950",18,18,"Male",9102018,147,"controllerRenderer_B","SNOWING","NoName1","No","MOVE","True",0.5222223,1.333336,1.355558,2,0.811,0.022,0.003,0.012,-0.345,-0.55,-1.305,-0.596,-0.348,-0.574,-0.96,-0.497
"4951",20,18,"Female",9102018,147,"controllerRenderer_C","GROWING","UNT","Yes","MOVE","True",0.5444446,1.166668,1.200002,2,0.622,0.033,0.025,0.113,-0.512,-0.815,-1.46,-0.667,-0.537,-0.885,-0.948,-0.491
"4952",21,18,"Female",9102018,147,"controllerRenderer_B","SNOWING","UNT","Yes","USE","True",0.4666667,1.388891,2.277779,2,0.922,0.889,-0.053,-0.24,-0.29,-0.461,-0.383,-0.175,-0.237,-0.39,-0.093,-0.048
"4953",23,30,"Female",11102018,147,"controllerRenderer_G","GROWING","LUM","Yes","USE","True",0.7444451,2.011115,3.522214,2,1.267,1.511,0.225,1.021,0.333,0.53,0.862,0.393,0.108,0.178,0.529,0.274
"4954",24,19,"Female",21102018,147,"controllerRenderer_B","BLACKHOLE","NoName2","No","USE","True",0.4111111,1.333336,2.477778,2,0.922,1.144,-0.108,-0.493,-0.345,-0.55,-0.183,-0.083,-0.237,-0.39,0.162,0.084
"4955",25,20,"Female",12102018,147,"controllerRenderer_C","ANTIGRAVITY","NoName3","No","USE","True",0.4555556,1.37778,2.144447,2,0.922,0.767,-0.064,-0.291,-0.301,-0.479,-0.516,-0.236,-0.237,-0.39,-0.215,-0.111
"4956",26,18,"Female",15102018,147,"controllerRenderer_B","CREATING","SNI","Yes","MOVE","True",0.5,1.644447,1.900004,2,1.144,0.256,-0.02,-0.089,-0.034,-0.054,-0.76,-0.347,-0.014,-0.024,-0.726,-0.376
"4957",27,19,"Female",15102018,147,"controllerRenderer_C","BLACKHOLE","NoName1","No","MOVE","True",0.3222222,1.288891,1.400002,2,0.967,0.111,-0.197,-0.896,-0.39,-0.62,-1.26,-0.575,-0.193,-0.316,-0.87,-0.451
"4958",28,31,"Female",17102018,147,"controllerRenderer_E","GROWING","SNI","Yes","USE","True",0.9888902,1.844448,2.855552,2,0.856,1.011,0.469,2.131,0.166,0.264,0.195,0.089,-0.303,-0.499,0.029,0.015
"4959",29,21,"Female",17102018,147,"controllerRenderer_B","ANTIGRAVITY","SNI","Yes","MOVE","True",0.5555557,1.47778,1.533336,2,0.922,0.056,0.036,0.163,-0.201,-0.32,-1.127,-0.514,-0.237,-0.39,-0.926,-0.479
"4960",30,19,"Female",18102018,147,"controllerRenderer_B","CREATING","NoName2","No","USE","True",0.977779,2.911108,4.422215,2,1.933,1.511,0.458,2.081,1.233,1.963,1.762,0.804,0.775,1.276,0.529,0.274
"4961",32,20,"Female",19102018,147,"controllerRenderer_E","BLACKHOLE","NoName2","No","USE","True",0.5666668,1.300002,2.266668,2,0.733,0.967,0.047,0.214,-0.378,-0.603,-0.394,-0.18,-0.425,-0.702,-0.016,-0.008
"4962",33,17,"Female",19102018,147,"controllerRenderer_A","VANISHING","UNT","Yes","USE","True",0.4777778,1.333336,1.877781,2,0.856,0.544,-0.042,-0.19,-0.345,-0.55,-0.783,-0.357,-0.303,-0.499,-0.438,-0.227
"4963",35,19,"Female",6112018,147,"controllerRenderer_G","VANISHING","LUM","Yes","MOVE","True",0.6222225,1.37778,1.433336,2,0.756,0.056,0.103,0.466,-0.301,-0.479,-1.227,-0.56,-0.404,-0.664,-0.926,-0.479
"4964",36,20,"Female",6112018,147,"controllerRenderer_B","ANTIGRAVITY","LUM","Yes","USE","True",0.4777778,1.833337,2.599999,2,1.356,0.767,-0.042,-0.19,0.155,0.247,-0.06,-0.028,0.197,0.325,-0.215,-0.111
"4965",37,21,"Female",7112018,147,"controllerRenderer_C","CREATING","NoName2","No","USE","True",0.3888889,1.977782,3.777767,2,1.589,1.8,-0.131,-0.594,0.299,0.477,1.117,0.51,0.43,0.709,0.818,0.423
"4966",38,20,"Male",7112018,147,"controllerRenderer_C","VANISHING","UNT","Yes","MOVE","True",0.4111111,1.188891,1.255558,2,0.778,0.067,-0.108,-0.493,-0.49,-0.78,-1.405,-0.641,-0.382,-0.628,-0.915,-0.473
"4967",39,20,"Female",8112018,147,"controllerRenderer_C","BLACKHOLE","LUM","Yes","USE","True",0.5444446,1.455558,2.644443,2,0.911,1.189,0.025,0.113,-0.223,-0.355,-0.016,-0.007,-0.248,-0.409,0.207,0.107
"4968",40,19,"Male",8112018,147,"controllerRenderer_C","ANTIGRAVITY","NoName2","No","USE","True",0.6666671,1.744448,2.633332,2,1.078,0.889,0.147,0.668,0.066,0.105,-0.027,-0.012,-0.081,-0.133,-0.093,-0.048
"4969",1922222,20,"Female",9102018,147,"controllerRenderer_G","CREATING","LUM","Yes","MOVE","True",0.6666671,1.700003,1.733337,2,1.033,0.033,0.147,0.668,0.022,0.034,-0.927,-0.423,-0.125,-0.207,-0.949,-0.491
"4970",1,25,"Female",19092018,148,"controllerRenderer_B","GROWING","NoName3","No","MOVE","True",0.5,1.288891,1.266669,2,0.789,-0.022,-0.02,-0.089,-0.39,-0.62,-1.394,-0.636,-0.37,-0.61,-1.004,-0.519
"4971",3,19,"Male",24092018,148,"controllerRenderer_I","SNOWING","NoName2","No","MOVE","True",0.4555556,1.455558,1.444447,2,1,-0.011,-0.064,-0.291,-0.223,-0.355,-1.216,-0.555,-0.159,-0.262,-0.993,-0.514
"4972",4,19,"Female",25092018,148,"controllerRenderer_C","GROWING","NoName2","No","USE","True",0.4111111,1.344447,2.911108,2,0.933,1.567,-0.108,-0.493,-0.334,-0.532,0.251,0.114,-0.226,-0.372,0.585,0.303
"4973",5,20,"Female",25092018,148,"controllerRenderer_C","ANTIGRAVITY","NoName3","No","MOVE","True",1.122224,2.133336,2.133336,2,1.011,0,0.603,2.737,0.455,0.725,-0.527,-0.241,-0.148,-0.244,-0.982,-0.508
"4974",6,35,"Female",26092018,148,"controllerRenderer_A","SNOWING","UNT","Yes","MOVE","True",0.3888889,1.655559,1.688892,2,1.267,0.033,-0.131,-0.594,-0.023,-0.036,-0.971,-0.443,0.108,0.178,-0.948,-0.491
"4975",7,19,"Female",26092018,148,"controllerRenderer_I","GROWING","LUM","Yes","MOVE","True",0.5111111,1.388891,1.533336,2,0.878,0.144,-0.008,-0.038,-0.29,-0.461,-1.127,-0.514,-0.282,-0.463,-0.837,-0.434
"4976",8,21,"Female",27092018,148,"controllerRenderer_C","BLACKHOLE","SNI","Yes","USE","True",0.4666667,1.833337,2.922219,2,1.367,1.089,-0.053,-0.24,0.155,0.247,0.262,0.12,0.208,0.343,0.107,0.055
"4977",9,19,"Male",27092018,148,"controllerRenderer_C","ANTIGRAVITY","LUM","Yes","MOVE","True",0.5111111,1.733337,1.822226,2,1.222,0.089,-0.008,-0.038,0.055,0.087,-0.838,-0.383,0.063,0.104,-0.893,-0.462
"4978",10,19,"Female",2102018,148,"controllerRenderer_C","SNOWING","NoName2","No","USE","True",0.3777778,1.877781,5.022223,2,1.5,3.144,-0.142,-0.644,0.199,0.318,2.362,1.078,0.341,0.563,2.163,1.119
"4979",11,19,"Female",3102018,148,"controllerRenderer_A","BLACKHOLE","NoName2","No","MOVE","True",0.6111114,1.788892,1.822226,2,1.178,0.033,0.092,0.416,0.11,0.176,-0.838,-0.383,0.018,0.032,-0.948,-0.491
"4980",12,19,"Female",3102018,148,"controllerRenderer_G","BLACKHOLE","NoName2","No","USE","True",0.4555556,1.466669,2.5,2,1.011,1.033,-0.064,-0.291,-0.212,-0.337,-0.16,-0.073,-0.148,-0.244,0.052,0.026
"4981",13,19,"Female",4102018,148,"controllerRenderer_G","CREATING","SNI","Yes","USE","True",0.4777778,1.400002,3.777767,2,0.922,2.378,-0.042,-0.19,-0.278,-0.443,1.117,0.51,-0.236,-0.39,1.395,0.722
"4982",14,20,"Female",5102018,148,"controllerRenderer_A","BLACKHOLE","SNI","Yes","USE","True",0.4333333,1.300002,2.033337,2,0.867,0.733,-0.086,-0.392,-0.378,-0.603,-0.627,-0.286,-0.292,-0.481,-0.249,-0.129
"4983",15,20,"Female",5102018,148,"controllerRenderer_G","CREATING","NoName3","No","MOVE","True",0.6888894,1.355558,1.466669,2,0.667,0.111,0.169,0.769,-0.323,-0.514,-1.194,-0.545,-0.492,-0.811,-0.871,-0.451
"4984",16,20,"Female",8102018,148,"controllerRenderer_E","ANTIGRAVITY","SNI","Yes","MOVE","True",0.4222222,1.022224,1.122224,2,0.6,0.1,-0.097,-0.442,-0.656,-1.045,-1.538,-0.702,-0.559,-0.921,-0.882,-0.456
"4985",18,18,"Male",9102018,148,"controllerRenderer_G","VANISHING","NoName3","No","USE","True",0.4333333,1.133335,1.76667,2,0.7,0.633,-0.086,-0.392,-0.545,-0.868,-0.894,-0.408,-0.459,-0.757,-0.349,-0.181
"4986",20,18,"Female",9102018,148,"controllerRenderer_G","SNOWING","NoName1","No","MOVE","True",0.6666671,1.27778,1.37778,2,0.611,0.1,0.147,0.668,-0.401,-0.638,-1.283,-0.585,-0.548,-0.903,-0.882,-0.456
"4987",21,18,"Female",9102018,148,"controllerRenderer_C","CREATING","NoName2","No","MOVE","True",0.4888889,1.400002,1.47778,2,0.911,0.078,-0.031,-0.139,-0.278,-0.443,-1.183,-0.54,-0.247,-0.409,-0.905,-0.468
"4988",24,19,"Female",21102018,148,"controllerRenderer_B","BLACKHOLE","NoName2","No","USE","True",0.4777778,1.37778,2.922219,2,0.9,1.544,-0.042,-0.19,-0.301,-0.479,0.262,0.12,-0.259,-0.427,0.563,0.291
"4989",25,20,"Female",12102018,148,"controllerRenderer_E","SNOWING","UNT","Yes","MOVE","True",0.4222222,1.333336,1.500003,2,0.911,0.167,-0.097,-0.442,-0.345,-0.55,-1.16,-0.53,-0.248,-0.409,-0.815,-0.422
"4990",26,18,"Female",15102018,148,"controllerRenderer_E","GROWING","UNT","Yes","MOVE","True",0.3333333,1.622225,1.655559,2,1.289,0.033,-0.186,-0.846,-0.056,-0.089,-1.005,-0.459,0.13,0.215,-0.949,-0.491
"4991",27,19,"Female",15102018,148,"controllerRenderer_A","SNOWING","LUM","Yes","USE","True",0.3888889,1.333336,5.888902,2,0.944,4.556,-0.131,-0.594,-0.345,-0.55,3.229,1.474,-0.214,-0.354,3.574,1.849
"4992",28,31,"Female",17102018,148,"controllerRenderer_G","VANISHING","LUM","Yes","USE","True",0.5222223,1.444447,2.06667,2,0.922,0.622,0.003,0.012,-0.234,-0.373,-0.594,-0.271,-0.237,-0.39,-0.36,-0.186
"4993",29,21,"Female",17102018,148,"controllerRenderer_G","CREATING","NoName2","No","MOVE","True",0.577778,1.522225,1.622225,2,0.944,0.1,0.058,0.264,-0.156,-0.249,-1.038,-0.474,-0.214,-0.354,-0.882,-0.456
"4994",30,19,"Female",18102018,148,"controllerRenderer_E","SNOWING","NoName3","No","USE","True",0.7777785,1.688892,2.322223,2,0.911,0.633,0.258,1.173,0.01,0.017,-0.338,-0.154,-0.248,-0.409,-0.348,-0.181
"4995",32,20,"Female",19102018,148,"controllerRenderer_I","SNOWING","UNT","Yes","USE","True",0.6888894,2.022226,3.999988,2,1.333,1.978,0.169,0.769,0.344,0.548,1.34,0.612,0.175,0.287,0.996,0.515
"4996",33,17,"Female",19102018,148,"controllerRenderer_B","SNOWING","NoName1","No","USE","True",0.5111111,1.422225,1.988893,2,0.911,0.567,-0.008,-0.038,-0.256,-0.408,-0.671,-0.307,-0.248,-0.409,-0.415,-0.215
"4997",34,53,"Female",6112018,148,"controllerRenderer_I","GROWING","NoName1","No","USE","True",0.3555556,1.733337,4.611107,2,1.378,2.878,-0.164,-0.745,0.055,0.087,1.951,0.89,0.219,0.361,1.896,0.981
"4998",35,19,"Female",6112018,148,"controllerRenderer_A","SNOWING","NoName2","No","MOVE","True",1.677781,2.422223,2.522222,2,0.744,0.1,1.158,5.26,0.744,1.185,-0.138,-0.063,-0.414,-0.684,-0.882,-0.456
"4999",36,20,"Female",6112018,148,"controllerRenderer_G","CREATING","NoName1","No","USE","True",0.5222223,1.966671,2.988885,2,1.444,1.022,0.003,0.012,0.288,0.459,0.329,0.15,0.285,0.47,0.041,0.021
"5000",37,21,"Female",7112018,148,"controllerRenderer_B","VANISHING","NoName1","No","USE","True",0.4333333,1.822226,3.855544,2,1.389,2.033,-0.086,-0.392,0.144,0.229,1.195,0.546,0.23,0.379,1.051,0.544
"5001",38,20,"Male",7112018,148,"controllerRenderer_G","SNOWING","NoName3","No","USE","True",0.3111111,1.233335,1.911115,2,0.922,0.678,-0.208,-0.947,-0.445,-0.709,-0.749,-0.342,-0.237,-0.39,-0.304,-0.157
"5002",39,20,"Female",8112018,148,"controllerRenderer_C","BLACKHOLE","LUM","Yes","MOVE","True",0.5,1.366669,1.555558,2,0.867,0.189,-0.02,-0.089,-0.312,-0.496,-1.105,-0.504,-0.292,-0.481,-0.793,-0.41
"5003",40,19,"Male",8112018,148,"controllerRenderer_G","VANISHING","SNI","Yes","MOVE","True",0.6333337,2.044448,2.155558,2,1.411,0.111,0.114,0.517,0.366,0.583,-0.505,-0.23,0.252,0.416,-0.871,-0.451
"5004",1922222,20,"Female",9102018,148,"controllerRenderer_G","CREATING","LUM","Yes","MOVE","True",0.4555556,1.333336,1.577781,2,0.878,0.244,-0.064,-0.291,-0.345,-0.55,-1.083,-0.494,-0.281,-0.463,-0.738,-0.382
"5005",1,25,"Female",19092018,149,"controllerRenderer_G","SNOWING","SNI","Yes","MOVE","True",0.5,1.66667,1.733337,2,1.167,0.067,-0.02,-0.089,-0.012,-0.019,-0.927,-0.423,0.008,0.013,-0.915,-0.473
"5006",3,19,"Male",24092018,149,"controllerRenderer_E","GROWING","NoName1","No","MOVE","True",0.4333333,1.355558,1.466669,2,0.922,0.111,-0.086,-0.392,-0.323,-0.514,-1.194,-0.545,-0.237,-0.39,-0.871,-0.451
"5007",4,19,"Female",25092018,149,"controllerRenderer_E","CREATING","NoName1","No","MOVE","True",0.7444451,1.488891,1.577781,2,0.744,0.089,0.225,1.021,-0.19,-0.302,-1.083,-0.494,-0.415,-0.684,-0.893,-0.462
"5008",5,20,"Female",25092018,149,"controllerRenderer_B","SNOWING","SNI","Yes","MOVE","True",0.7555562,1.933337,2.033337,2,1.178,0.1,0.236,1.072,0.255,0.406,-0.627,-0.286,0.019,0.032,-0.882,-0.456
"5009",6,35,"Female",26092018,149,"controllerRenderer_E","VANISHING","NoName1","No","USE","True",0.5,1.788892,2.677776,2,1.289,0.889,-0.02,-0.089,0.11,0.176,0.017,0.008,0.13,0.215,-0.093,-0.048
"5010",7,19,"Female",26092018,149,"controllerRenderer_G","CREATING","NoName1","No","USE","True",0.6222225,1.533336,3.311104,2,0.911,1.778,0.103,0.466,-0.145,-0.231,0.651,0.297,-0.248,-0.409,0.796,0.412
"5011",8,21,"Female",27092018,149,"controllerRenderer_C","BLACKHOLE","SNI","Yes","USE","True",0.655556,1.611114,2.766664,2,0.956,1.156,0.136,0.618,-0.067,-0.107,0.106,0.049,-0.203,-0.334,0.173,0.09
"5012",9,19,"Male",27092018,149,"controllerRenderer_C","ANTIGRAVITY","LUM","Yes","USE","True",0.4555556,1.900004,2.17778,2,1.444,0.278,-0.064,-0.291,0.222,0.353,-0.483,-0.22,0.286,0.47,-0.705,-0.364
"5013",10,19,"Female",2102018,149,"controllerRenderer_I","CREATING","NoName3","No","MOVE","True",0.4111111,1.855559,1.833337,2,1.444,-0.022,-0.108,-0.493,0.177,0.282,-0.827,-0.378,0.285,0.47,-1.004,-0.519
"5014",11,19,"Female",3102018,149,"controllerRenderer_E","CREATING","SNI","Yes","USE","True",0.5555557,1.966671,3.244438,2,1.411,1.278,0.036,0.163,0.288,0.459,0.584,0.267,0.252,0.416,0.296,0.153
"5015",12,19,"Female",3102018,149,"controllerRenderer_B","ANTIGRAVITY","LUM","Yes","MOVE","True",0.3333333,1.200002,1.37778,2,0.867,0.178,-0.186,-0.846,-0.478,-0.762,-1.283,-0.585,-0.292,-0.481,-0.805,-0.416
"5016",13,19,"Female",4102018,149,"controllerRenderer_E","VANISHING","NoName3","No","USE","True",0.4555556,1.422225,1.922226,2,0.967,0.5,-0.064,-0.291,-0.256,-0.408,-0.738,-0.337,-0.192,-0.316,-0.482,-0.249
"5017",14,20,"Female",5102018,149,"controllerRenderer_I","ANTIGRAVITY","LUM","Yes","USE","True",0.4444444,1.288891,1.655559,2,0.844,0.367,-0.075,-0.341,-0.39,-0.62,-1.005,-0.459,-0.315,-0.519,-0.615,-0.318
"5018",15,20,"Female",5102018,149,"controllerRenderer_G","CREATING","NoName3","No","USE","True",0.4333333,1.433336,2.799997,2,1,1.367,-0.086,-0.392,-0.245,-0.39,0.14,0.064,-0.159,-0.262,0.385,0.199
"5019",16,20,"Female",8102018,149,"controllerRenderer_B","SNOWING","LUM","Yes","MOVE","True",0.3888889,1.577781,2.311112,2,1.189,0.733,-0.131,-0.594,-0.101,-0.16,-0.349,-0.159,0.03,0.05,-0.248,-0.129
"5020",17,20,"Female",8102018,149,"controllerRenderer_C","SNOWING","NoName2","No","MOVE","True",0.4888889,1.17778,1.233335,2,0.689,0.056,-0.031,-0.139,-0.501,-0.797,-1.427,-0.651,-0.47,-0.775,-0.926,-0.479
"5021",18,18,"Male",9102018,149,"controllerRenderer_C","CREATING","SNI","Yes","USE","True",0.3777778,1.322224,2.911108,2,0.944,1.589,-0.142,-0.644,-0.356,-0.567,0.251,0.114,-0.214,-0.354,0.607,0.314
"5022",20,18,"Female",9102018,149,"controllerRenderer_G","SNOWING","NoName1","No","MOVE","True",0.5333334,1.355558,1.411114,2,0.822,0.056,0.014,0.062,-0.323,-0.514,-1.249,-0.57,-0.337,-0.555,-0.926,-0.479
"5023",21,18,"Female",9102018,149,"controllerRenderer_E","VANISHING","LUM","Yes","USE","True",0.5666668,1.233335,1.622225,2,0.667,0.389,0.047,0.214,-0.445,-0.709,-1.038,-0.474,-0.492,-0.811,-0.593,-0.307
"5024",22,18,"Male",11102018,149,"controllerRenderer_E","SNOWING","NoName3","No","USE","True",0.5333334,2.055559,2.777775,2,1.522,0.722,0.014,0.062,0.377,0.601,0.117,0.054,0.363,0.599,-0.26,-0.135
"5025",24,19,"Female",21102018,149,"controllerRenderer_A","GROWING","LUM","Yes","MOVE","True",0.4444444,1.222224,1.366669,2,0.778,0.144,-0.075,-0.341,-0.456,-0.727,-1.294,-0.591,-0.381,-0.628,-0.838,-0.434
"5026",25,20,"Female",12102018,149,"controllerRenderer_E","SNOWING","UNT","Yes","USE","True",0.3555556,1.544447,3.8111,2,1.189,2.267,-0.164,-0.745,-0.134,-0.213,1.151,0.525,0.03,0.05,1.285,0.665
"5027",26,18,"Female",15102018,149,"controllerRenderer_G","ANTIGRAVITY","LUM","Yes","USE","True",0.3555556,1.888893,2.400001,2,1.533,0.511,-0.164,-0.745,0.21,0.335,-0.26,-0.119,0.374,0.617,-0.47,-0.244
"5028",27,19,"Female",15102018,149,"controllerRenderer_I","CREATING","UNT","Yes","USE","True",0.4777778,1.555558,3.011107,2,1.078,1.456,-0.042,-0.19,-0.123,-0.196,0.351,0.16,-0.081,-0.133,0.474,0.245
"5029",28,31,"Female",17102018,149,"controllerRenderer_G","VANISHING","LUM","Yes","MOVE","True",0.5222223,1.288891,2.244446,2,0.767,0.956,0.003,0.012,-0.39,-0.62,-0.416,-0.19,-0.393,-0.646,-0.026,-0.013
"5030",29,21,"Female",17102018,149,"controllerRenderer_I","VANISHING","UNT","Yes","MOVE","True",0.6222225,1.344447,1.388891,2,0.722,0.044,0.103,0.466,-0.334,-0.532,-1.271,-0.58,-0.437,-0.72,-0.937,-0.485
"5031",30,19,"Female",18102018,149,"controllerRenderer_G","ANTIGRAVITY","SNI","Yes","USE","True",0.5333334,1.544447,2.222224,2,1.011,0.678,0.014,0.062,-0.134,-0.213,-0.438,-0.2,-0.148,-0.244,-0.304,-0.157
"5032",32,20,"Female",19102018,149,"controllerRenderer_E","BLACKHOLE","NoName2","No","MOVE","True",0.7000005,1.555558,1.800003,2,0.856,0.244,0.18,0.819,-0.123,-0.196,-0.86,-0.393,-0.303,-0.499,-0.737,-0.382
"5033",33,17,"Female",19102018,149,"controllerRenderer_E","ANTIGRAVITY","SNI","Yes","USE","True",0.4222222,1.37778,1.700003,2,0.956,0.322,-0.097,-0.442,-0.301,-0.479,-0.96,-0.438,-0.204,-0.334,-0.659,-0.341
"5034",34,53,"Female",6112018,149,"controllerRenderer_I","GROWING","NoName1","No","USE","True",0.3111111,1.711114,4.211102,2,1.4,2.5,-0.208,-0.947,0.033,0.052,1.551,0.708,0.241,0.398,1.518,0.785
"5035",35,19,"Female",6112018,149,"controllerRenderer_I","BLACKHOLE","UNT","Yes","MOVE","True",0.577778,1.37778,1.422225,2,0.8,0.044,0.058,0.264,-0.301,-0.479,-1.238,-0.565,-0.359,-0.592,-0.937,-0.485
"5036",36,20,"Female",6112018,149,"controllerRenderer_B","ANTIGRAVITY","LUM","Yes","MOVE","True",0.5222223,1.533336,1.566669,2,1.011,0.033,0.003,0.012,-0.145,-0.231,-1.094,-0.499,-0.148,-0.244,-0.949,-0.491
"5037",37,21,"Female",7112018,149,"controllerRenderer_E","BLACKHOLE","LUM","Yes","USE","True",0.4111111,1.677781,2.977774,2,1.267,1.3,-0.108,-0.493,-0.001,-0.001,0.317,0.145,0.107,0.178,0.318,0.165
