"","Subject","Age","Gender","Date","TrialNumber","Mesh","Function","Name","Name_learnt","Task","SuccessTask","RTMovement","RTGrasping","RTAction","TrialBlock","RTMovementGrasping","RTGraspingAction","RTMovement.c","RTMovement.z","RTGrasping.c","RTGrasping.z","RTAction.c","RTAction.z","RTMovementGrasping.c","RTMovementGrasping.z","RTGraspingAction.c","RTGraspingAction.z"
"1336",11,19,"Female",3102018,45,"controllerRenderer_G","ANTIGRAVITY","NoName3","No","MOVE","True",0.9111122,1.677781,1.933337,1,0.767,0.256,0.392,1.778,-0.001,-0.001,-0.727,-0.332,-0.393,-0.646,-0.726,-0.376
"1337",12,19,"Female",3102018,45,"controllerRenderer_E","CREATING","SNI","Yes","USE","True",0.3666667,1.355558,3.022218,1,0.989,1.667,-0.153,-0.694,-0.323,-0.514,0.362,0.165,-0.17,-0.28,0.685,0.354
"1338",13,19,"Female",4102018,45,"controllerRenderer_B","ANTIGRAVITY","UNT","Yes","USE","True",0.655556,1.700003,3.8111,1,1.044,2.111,0.136,0.618,0.022,0.034,1.151,0.525,-0.114,-0.189,1.129,0.584
"1339",14,20,"Female",5102018,45,"controllerRenderer_C","CREATING","NoName1","No","MOVE","True",0.4,1.388891,1.533336,1,0.989,0.144,-0.12,-0.543,-0.29,-0.461,-1.127,-0.514,-0.17,-0.28,-0.837,-0.434
"1340",15,20,"Female",5102018,45,"controllerRenderer_B","GROWING","UNT","Yes","MOVE","True",0.4444444,1.577781,1.744448,1,1.133,0.167,-0.075,-0.341,-0.101,-0.16,-0.916,-0.418,-0.026,-0.043,-0.815,-0.422
"1341",16,20,"Female",8102018,45,"controllerRenderer_I","BLACKHOLE","UNT","Yes","MOVE","True",0.4888889,1.200002,1.233335,1,0.711,0.033,-0.031,-0.139,-0.478,-0.762,-1.427,-0.651,-0.447,-0.738,-0.949,-0.491
"1342",17,20,"Female",8102018,45,"controllerRenderer_I","BLACKHOLE","LUM","Yes","USE","True",0.4888889,1.47778,2.5,1,0.989,1.022,-0.031,-0.139,-0.201,-0.32,-0.16,-0.073,-0.17,-0.28,0.041,0.021
"1343",18,18,"Male",9102018,45,"controllerRenderer_G","VANISHING","NoName3","No","USE","True",0.4888889,1.522225,2.111114,1,1.033,0.589,-0.031,-0.139,-0.156,-0.249,-0.549,-0.251,-0.125,-0.207,-0.393,-0.203
"1344",20,18,"Female",9102018,45,"controllerRenderer_G","SNOWING","NoName1","No","USE","True",0.7111117,1.300002,1.86667,1,0.589,0.567,0.192,0.87,-0.378,-0.603,-0.794,-0.362,-0.57,-0.94,-0.416,-0.215
"1345",21,18,"Female",9102018,45,"controllerRenderer_I","GROWING","NoName3","No","USE","True",0.5111111,1.944448,2.344445,1,1.433,0.4,-0.008,-0.038,0.266,0.424,-0.316,-0.144,0.274,0.452,-0.582,-0.301
"1346",22,18,"Male",11102018,45,"controllerRenderer_C","CREATING","LUM","Yes","MOVE","True",0.3888889,1.222224,1.344447,1,0.833,0.122,-0.131,-0.594,-0.456,-0.727,-1.316,-0.601,-0.325,-0.537,-0.86,-0.445
"1347",23,30,"Female",11102018,45,"controllerRenderer_E","ANTIGRAVITY","UNT","Yes","MOVE","True",0.5333334,1.655559,1.833337,1,1.122,0.178,0.014,0.062,-0.023,-0.036,-0.827,-0.378,-0.037,-0.061,-0.804,-0.416
"1348",24,19,"Female",21102018,45,"controllerRenderer_B","BLACKHOLE","NoName2","No","USE","True",0.4222222,1.877781,4.488883,1,1.456,2.611,-0.097,-0.442,0.199,0.318,1.829,0.835,0.296,0.49,1.63,0.843
"1349",25,20,"Female",12102018,45,"controllerRenderer_A","CREATING","SNI","Yes","MOVE","True",0.5888891,1.977782,2.033337,1,1.389,0.056,0.069,0.315,0.299,0.477,-0.627,-0.286,0.23,0.379,-0.926,-0.479
"1350",26,18,"Female",15102018,45,"controllerRenderer_G","ANTIGRAVITY","LUM","Yes","MOVE","True",0.4111111,2.111114,2.188891,1,1.7,0.078,-0.108,-0.493,0.433,0.689,-0.471,-0.215,0.541,0.892,-0.904,-0.468
"1351",27,19,"Female",15102018,45,"controllerRenderer_C","BLACKHOLE","NoName1","No","USE","True",0.5666668,2.244446,3.633324,1,1.678,1.389,0.047,0.214,0.566,0.901,0.973,0.444,0.519,0.856,0.407,0.211
"1352",28,31,"Female",17102018,45,"controllerRenderer_G","VANISHING","LUM","Yes","MOVE","True",0.6888894,1.566669,1.622225,1,0.878,0.056,0.169,0.769,-0.112,-0.178,-1.038,-0.474,-0.281,-0.463,-0.926,-0.479
"1353",29,21,"Female",17102018,45,"controllerRenderer_E","SNOWING","NoName1","No","MOVE","True",0.7222228,1.888893,1.988893,1,1.167,0.1,0.203,0.92,0.21,0.335,-0.671,-0.307,0.007,0.013,-0.881,-0.456
"1354",30,19,"Female",18102018,45,"controllerRenderer_G","ANTIGRAVITY","SNI","Yes","MOVE","True",0.5555557,1.733337,1.877781,1,1.178,0.144,0.036,0.163,0.055,0.087,-0.783,-0.357,0.019,0.032,-0.838,-0.434
"1355",32,20,"Female",19102018,45,"controllerRenderer_B","ANTIGRAVITY","NoName3","No","USE","True",0.6888894,1.511114,2.266668,1,0.822,0.756,0.169,0.769,-0.167,-0.266,-0.394,-0.18,-0.336,-0.555,-0.227,-0.117
"1356",33,17,"Female",19102018,45,"controllerRenderer_B","SNOWING","NoName1","No","MOVE","True",0.4222222,2.522222,2.522222,1,2.1,0,-0.097,-0.442,0.844,1.344,-0.138,-0.063,0.941,1.552,-0.982,-0.508
"1357",34,53,"Female",6112018,45,"controllerRenderer_I","GROWING","NoName1","No","MOVE","True",0.577778,1.433336,1.522225,1,0.856,0.089,0.058,0.264,-0.245,-0.39,-1.138,-0.52,-0.303,-0.499,-0.893,-0.462
"1358",35,19,"Female",6112018,45,"controllerRenderer_I","BLACKHOLE","UNT","Yes","USE","True",1.255558,4.722219,5.666677,1,3.467,0.944,0.736,3.343,3.044,4.848,3.006,1.372,2.308,3.806,-0.038,-0.02
"1359",36,20,"Female",6112018,45,"controllerRenderer_E","GROWING","UNT","Yes","USE","True",0.5,1.988893,2.955552,1,1.489,0.967,-0.02,-0.089,0.31,0.494,0.295,0.135,0.33,0.544,-0.015,-0.008
"1360",37,21,"Female",7112018,45,"controllerRenderer_C","CREATING","NoName2","No","USE","True",0.5,1.644447,3.744434,1,1.144,2.1,-0.02,-0.089,-0.034,-0.054,1.084,0.495,-0.014,-0.024,1.118,0.579
"1361",38,20,"Male",7112018,45,"controllerRenderer_C","VANISHING","UNT","Yes","MOVE","True",0.4111111,1.622225,1.86667,1,1.211,0.244,-0.108,-0.493,-0.056,-0.089,-0.794,-0.362,0.052,0.086,-0.738,-0.382
"1362",39,20,"Female",8112018,45,"controllerRenderer_I","ANTIGRAVITY","NoName1","No","MOVE","True",0.4888889,1.722225,1.755559,1,1.233,0.033,-0.031,-0.139,0.044,0.07,-0.905,-0.413,0.075,0.122,-0.949,-0.491
"1363",40,19,"Male",8112018,45,"controllerRenderer_I","GROWING","NoName3","No","USE","True",0.5555557,1.488891,2.5,1,0.933,1.011,0.036,0.163,-0.19,-0.302,-0.16,-0.073,-0.226,-0.372,0.03,0.015
"1364",1922222,20,"Female",9102018,45,"controllerRenderer_B","GROWING","NoName1","No","USE","True",0.6111114,1.977782,3.255549,1,1.367,1.278,0.092,0.416,0.299,0.477,0.595,0.272,0.207,0.343,0.296,0.153
"1365",1,25,"Female",19092018,46,"controllerRenderer_C","CREATING","UNT","Yes","USE","True",0.4777778,2.011115,3.422215,1,1.533,1.411,-0.042,-0.19,0.333,0.53,0.762,0.348,0.375,0.617,0.429,0.222
"1366",2,19,"Female",24092018,46,"controllerRenderer_G","ANTIGRAVITY","NoName3","No","MOVE","True",0.3444445,1.322224,1.533336,1,0.978,0.211,-0.175,-0.795,-0.356,-0.567,-1.127,-0.514,-0.181,-0.298,-0.771,-0.399
"1367",3,19,"Male",24092018,46,"controllerRenderer_B","CREATING","UNT","Yes","MOVE","True",0.4888889,1.544447,1.533336,1,1.056,-0.011,-0.031,-0.139,-0.134,-0.213,-1.127,-0.514,-0.103,-0.17,-0.993,-0.514
"1368",4,19,"Female",25092018,46,"controllerRenderer_I","ANTIGRAVITY","SNI","Yes","USE","True",0.6666671,1.844448,2.766664,1,1.178,0.922,0.147,0.668,0.166,0.264,0.106,0.049,0.019,0.032,-0.06,-0.031
"1369",5,20,"Female",25092018,46,"controllerRenderer_A","GROWING","NoName1","No","USE","True",0.6666671,1.955559,3.188883,1,1.289,1.233,0.147,0.668,0.277,0.441,0.529,0.241,0.13,0.215,0.252,0.13
"1370",7,19,"Female",26092018,46,"controllerRenderer_G","CREATING","NoName1","No","MOVE","True",0.7333339,1.777781,1.922226,1,1.044,0.144,0.214,0.971,0.099,0.158,-0.738,-0.337,-0.115,-0.189,-0.837,-0.434
"1371",10,19,"Female",2102018,46,"controllerRenderer_A","BLACKHOLE","NoName1","No","USE","True",0.4666667,1.755559,3.355548,1,1.289,1.6,-0.053,-0.24,0.077,0.123,0.695,0.317,0.13,0.215,0.618,0.32
"1372",11,19,"Female",3102018,46,"controllerRenderer_E","CREATING","SNI","Yes","USE","True",0.5444446,1.677781,2.744442,1,1.133,1.067,0.025,0.113,-0.001,-0.001,0.084,0.038,-0.026,-0.043,0.085,0.044
"1373",12,19,"Female",3102018,46,"controllerRenderer_I","VANISHING","UNT","Yes","USE","True",0.5222223,1.944448,4.044433,1,1.422,2.1,0.003,0.012,0.266,0.424,1.384,0.632,0.263,0.434,1.118,0.579
"1374",13,19,"Female",4102018,46,"controllerRenderer_C","BLACKHOLE","LUM","Yes","MOVE","True",1.100002,1.933337,2.000004,1,0.833,0.067,0.58,2.636,0.255,0.406,-0.66,-0.301,-0.325,-0.537,-0.915,-0.473
"1375",14,20,"Female",5102018,46,"controllerRenderer_E","VANISHING","UNT","Yes","USE","True",0.4333333,1.333336,2.200002,1,0.9,0.867,-0.086,-0.392,-0.345,-0.55,-0.46,-0.21,-0.259,-0.427,-0.115,-0.059
"1376",15,20,"Female",5102018,46,"controllerRenderer_I","BLACKHOLE","SNI","Yes","MOVE","True",0.4,1.66667,1.66667,1,1.267,0,-0.12,-0.543,-0.012,-0.019,-0.994,-0.454,0.108,0.178,-0.982,-0.508
"1377",16,20,"Female",8102018,46,"controllerRenderer_C","CREATING","NoName1","No","USE","True",0.4666667,1.777781,3.333326,1,1.311,1.556,-0.053,-0.24,0.099,0.158,0.673,0.307,0.152,0.251,0.574,0.297
"1378",17,20,"Female",8102018,46,"controllerRenderer_E","ANTIGRAVITY","SNI","Yes","USE","True",0.3777778,1.188891,2.111114,1,0.811,0.922,-0.142,-0.644,-0.49,-0.78,-0.549,-0.251,-0.348,-0.574,-0.059,-0.031
"1379",18,18,"Male",9102018,46,"controllerRenderer_I","GROWING","UNT","Yes","USE","True",0.3888889,1.244446,2.28889,1,0.856,1.044,-0.131,-0.594,-0.434,-0.691,-0.371,-0.17,-0.303,-0.499,0.063,0.032
"1380",20,18,"Female",9102018,46,"controllerRenderer_A","VANISHING","LUM","Yes","MOVE","True",0.655556,1.711114,1.822226,1,1.056,0.111,0.136,0.618,0.033,0.052,-0.838,-0.383,-0.103,-0.17,-0.871,-0.451
"1381",21,18,"Female",9102018,46,"controllerRenderer_G","ANTIGRAVITY","SNI","Yes","MOVE","True",0.4222222,2.333334,2.300001,1,1.911,-0.033,-0.097,-0.442,0.655,1.043,-0.36,-0.165,0.752,1.24,-1.015,-0.525
"1382",23,30,"Female",11102018,46,"controllerRenderer_C","BLACKHOLE","NoName1","No","USE","True",0.6666671,1.888893,3.133328,1,1.222,1.244,0.147,0.668,0.21,0.335,0.473,0.216,0.063,0.104,0.263,0.136
"1383",24,19,"Female",21102018,46,"controllerRenderer_B","BLACKHOLE","NoName2","No","MOVE","True",0.5,1.566669,1.86667,1,1.067,0.3,-0.02,-0.089,-0.112,-0.178,-0.794,-0.362,-0.092,-0.151,-0.682,-0.353
"1384",25,20,"Female",12102018,46,"controllerRenderer_E","SNOWING","UNT","Yes","MOVE","True",0.5666668,2.122225,2.277779,1,1.556,0.156,0.047,0.214,0.444,0.707,-0.383,-0.175,0.397,0.655,-0.827,-0.427
"1385",26,18,"Female",15102018,46,"controllerRenderer_I","SNOWING","NoName1","No","MOVE","True",0.4222222,1.86667,2.088892,1,1.444,0.222,-0.097,-0.442,0.188,0.3,-0.571,-0.261,0.285,0.47,-0.759,-0.393
"1386",27,19,"Female",15102018,46,"controllerRenderer_G","VANISHING","NoName2","No","MOVE","True",0.6222225,1.644447,1.700003,1,1.022,0.056,0.103,0.466,-0.034,-0.054,-0.96,-0.438,-0.137,-0.226,-0.926,-0.479
"1387",28,31,"Female",17102018,46,"controllerRenderer_G","VANISHING","LUM","Yes","MOVE","True",0.5333334,1.411114,1.411114,1,0.878,0,0.014,0.062,-0.267,-0.426,-1.249,-0.57,-0.281,-0.463,-0.982,-0.508
"1388",29,21,"Female",17102018,46,"controllerRenderer_G","CREATING","NoName2","No","MOVE","True",0.7888896,1.888893,2.011115,1,1.1,0.122,0.269,1.223,0.21,0.335,-0.649,-0.296,-0.059,-0.097,-0.859,-0.445
"1389",30,19,"Female",18102018,46,"controllerRenderer_I","VANISHING","LUM","Yes","USE","True",0.4555556,1.76667,2.38889,1,1.311,0.622,-0.064,-0.291,0.088,0.141,-0.271,-0.124,0.152,0.251,-0.359,-0.186
"1390",32,20,"Female",19102018,46,"controllerRenderer_B","ANTIGRAVITY","NoName3","No","USE","True",0.5666668,1.755559,2.255557,1,1.189,0.5,0.047,0.214,0.077,0.123,-0.405,-0.185,0.03,0.05,-0.482,-0.249
"1391",33,17,"Female",19102018,46,"controllerRenderer_G","GROWING","LUM","Yes","USE","True",0.4111111,2.533333,5.322227,1,2.122,2.789,-0.108,-0.493,0.855,1.362,2.662,1.215,0.963,1.588,1.807,0.935
"1392",34,53,"Female",6112018,46,"controllerRenderer_I","GROWING","NoName1","No","MOVE","True",0.577778,1.511114,1.566669,1,0.933,0.056,0.058,0.264,-0.167,-0.266,-1.094,-0.499,-0.225,-0.372,-0.927,-0.479
"1393",35,19,"Female",6112018,46,"controllerRenderer_I","BLACKHOLE","UNT","Yes","MOVE","True",0.5555557,1.588892,1.700003,1,1.033,0.111,0.036,0.163,-0.09,-0.143,-0.96,-0.438,-0.126,-0.207,-0.87,-0.451
"1394",36,20,"Female",6112018,46,"controllerRenderer_I","VANISHING","NoName2","No","MOVE","True",0.2666667,1.811115,1.877781,1,1.544,0.067,-0.253,-1.149,0.133,0.211,-0.783,-0.357,0.386,0.635,-0.916,-0.473
"1395",37,21,"Female",7112018,46,"controllerRenderer_C","CREATING","NoName2","No","MOVE","True",0.4222222,2.17778,2.38889,1,1.756,0.211,-0.097,-0.442,0.499,0.795,-0.271,-0.124,0.596,0.985,-0.77,-0.399
"1396",38,20,"Male",7112018,46,"controllerRenderer_G","SNOWING","NoName3","No","USE","True",0.4888889,1.677781,2.466667,1,1.189,0.789,-0.031,-0.139,-0.001,-0.001,-0.194,-0.088,0.03,0.05,-0.193,-0.1
"1397",39,20,"Female",8112018,46,"controllerRenderer_B","CREATING","NoName2","No","USE","True",0.6444448,2.488889,3.766656,1,1.844,1.278,0.125,0.567,0.81,1.291,1.106,0.505,0.685,1.13,0.296,0.153
"1398",40,19,"Male",8112018,46,"controllerRenderer_E","SNOWING","LUM","Yes","USE","True",0.5222223,1.733337,2.599999,1,1.211,0.867,0.003,0.012,0.055,0.087,-0.06,-0.028,0.052,0.086,-0.115,-0.059
"1399",1922222,20,"Female",9102018,46,"controllerRenderer_A","SNOWING","NoName3","No","MOVE","True",1.000001,2.566666,2.699998,1,1.567,0.133,0.48,2.182,0.888,1.415,0.04,0.018,0.408,0.673,-0.848,-0.439
"1400",1,25,"Female",19092018,47,"controllerRenderer_C","CREATING","UNT","Yes","USE","True",0.5,1.233335,2.533333,1,0.733,1.3,-0.02,-0.089,-0.445,-0.709,-0.127,-0.058,-0.425,-0.702,0.318,0.165
"1401",2,19,"Female",24092018,47,"controllerRenderer_B","GROWING","NoName1","No","USE","True",0.2444444,1.511114,4.099989,1,1.267,2.589,-0.275,-1.25,-0.167,-0.266,1.44,0.657,0.108,0.178,1.607,0.832
"1402",3,19,"Male",24092018,47,"controllerRenderer_A","ANTIGRAVITY","NoName3","No","USE","True",0.4333333,1.611114,1.955559,1,1.178,0.344,-0.086,-0.392,-0.067,-0.107,-0.705,-0.322,0.019,0.032,-0.638,-0.33
"1403",5,20,"Female",25092018,47,"controllerRenderer_E","VANISHING","NoName2","No","USE","True",0.6666671,1.788892,2.377779,1,1.122,0.589,0.147,0.668,0.11,0.176,-0.283,-0.129,-0.037,-0.061,-0.393,-0.203
"1404",7,19,"Female",26092018,47,"controllerRenderer_B","SNOWING","NoName3","No","USE","True",0.8333342,2.83333,3.69999,1,2,0.867,0.314,1.425,1.155,1.839,1.04,0.475,0.841,1.387,-0.115,-0.059
"1405",8,21,"Female",27092018,47,"controllerRenderer_C","BLACKHOLE","SNI","Yes","USE","True",0.5333334,2.322223,4.055544,1,1.789,1.733,0.014,0.062,0.644,1.025,1.395,0.637,0.63,1.039,0.751,0.389
"1406",9,19,"Male",27092018,47,"controllerRenderer_G","BLACKHOLE","UNT","Yes","MOVE","True",0.5888891,2.044448,2.28889,1,1.456,0.244,0.069,0.315,0.366,0.583,-0.371,-0.17,0.297,0.49,-0.737,-0.382
"1407",10,19,"Female",2102018,47,"controllerRenderer_B","GROWING","UNT","Yes","MOVE","True",0.4111111,1.733337,5.533341,1,1.322,3.8,-0.108,-0.493,0.055,0.087,2.873,1.311,0.163,0.269,2.818,1.458
"1408",11,19,"Female",3102018,47,"controllerRenderer_B","SNOWING","UNT","Yes","USE","True",0.6000003,1.688892,2.599999,1,1.089,0.911,0.08,0.365,0.01,0.017,-0.06,-0.028,-0.07,-0.115,-0.07,-0.037
"1409",12,19,"Female",3102018,47,"controllerRenderer_G","BLACKHOLE","NoName2","No","USE","True",0.3888889,2.044448,5.088891,1,1.656,3.044,-0.131,-0.594,0.366,0.583,2.429,1.109,0.497,0.82,2.063,1.067
"1410",13,19,"Female",4102018,47,"controllerRenderer_G","CREATING","SNI","Yes","USE","True",0.5888891,1.533336,3.344437,1,0.944,1.811,0.069,0.315,-0.145,-0.231,0.684,0.312,-0.214,-0.354,0.829,0.429
"1411",14,20,"Female",5102018,47,"controllerRenderer_C","CREATING","NoName1","No","USE","True",0.3888889,2.122225,4.188879,1,1.733,2.067,-0.131,-0.594,0.444,0.707,1.529,0.698,0.575,0.947,1.085,0.561
"1412",15,20,"Female",5102018,47,"controllerRenderer_A","VANISHING","LUM","Yes","MOVE","True",0.4444444,1.66667,1.800003,1,1.222,0.133,-0.075,-0.341,-0.012,-0.019,-0.86,-0.393,0.063,0.104,-0.848,-0.439
"1413",16,20,"Female",8102018,47,"controllerRenderer_E","ANTIGRAVITY","SNI","Yes","USE","True",0.5444446,1.433336,1.922226,1,0.889,0.489,0.025,0.113,-0.245,-0.39,-0.738,-0.337,-0.27,-0.445,-0.493,-0.255
"1414",17,20,"Female",8102018,47,"controllerRenderer_E","ANTIGRAVITY","SNI","Yes","MOVE","True",0.3555556,1.022224,1.133335,1,0.667,0.111,-0.164,-0.745,-0.656,-1.045,-1.527,-0.697,-0.492,-0.811,-0.871,-0.451
"1415",18,18,"Male",9102018,47,"controllerRenderer_G","VANISHING","NoName3","No","MOVE","True",0.3777778,1.200002,1.233335,1,0.822,0.033,-0.142,-0.644,-0.478,-0.762,-1.427,-0.651,-0.336,-0.555,-0.949,-0.491
"1416",20,18,"Female",9102018,47,"controllerRenderer_E","ANTIGRAVITY","SNI","Yes","USE","True",0.5888891,1.522225,2.222224,1,0.933,0.7,0.069,0.315,-0.156,-0.249,-0.438,-0.2,-0.225,-0.372,-0.282,-0.146
"1417",21,18,"Female",9102018,47,"controllerRenderer_E","VANISHING","LUM","Yes","MOVE","True",0.6333337,1.822226,1.844448,1,1.189,0.022,0.114,0.517,0.144,0.229,-0.816,-0.372,0.03,0.05,-0.96,-0.497
"1418",22,18,"Male",11102018,47,"controllerRenderer_A","GROWING","NoName1","No","MOVE","True",0.4555556,1.511114,1.588892,1,1.056,0.078,-0.064,-0.291,-0.167,-0.266,-1.071,-0.489,-0.103,-0.17,-0.904,-0.468
"1419",24,19,"Female",21102018,47,"controllerRenderer_G","ANTIGRAVITY","UNT","Yes","USE","True",0.5,2.133336,3.055551,1,1.633,0.922,-0.02,-0.089,0.455,0.725,0.395,0.18,0.475,0.782,-0.06,-0.031
"1420",25,20,"Female",12102018,47,"controllerRenderer_C","ANTIGRAVITY","NoName3","No","MOVE","True",0.8000008,2.044448,2.233335,1,1.244,0.189,0.28,1.274,0.366,0.583,-0.427,-0.195,0.086,0.14,-0.793,-0.41
"1421",26,18,"Female",15102018,47,"controllerRenderer_G","ANTIGRAVITY","LUM","Yes","MOVE","True",0.6222225,2.144447,2.155558,1,1.522,0.011,0.103,0.466,0.466,0.742,-0.505,-0.23,0.363,0.599,-0.971,-0.502
"1422",27,19,"Female",15102018,47,"controllerRenderer_I","CREATING","UNT","Yes","MOVE","True",NA,1.655559,1.700003,1,1.5,0.044,-0.364,-1.653,-0.023,-0.036,-0.96,-0.438,0.341,0.563,-0.937,-0.485
"1423",28,31,"Female",17102018,47,"controllerRenderer_I","SNOWING","NoName3","No","USE","True",0.5333334,1.422225,2.088892,1,0.889,0.667,0.014,0.062,-0.256,-0.408,-0.571,-0.261,-0.27,-0.445,-0.315,-0.163
"1424",29,21,"Female",17102018,47,"controllerRenderer_G","CREATING","NoName2","No","USE","True",0.4888889,3.022218,4.033321,1,2.533,1.011,-0.031,-0.139,1.344,2.14,1.373,0.627,1.375,2.266,0.029,0.015
"1425",30,19,"Female",18102018,47,"controllerRenderer_A","GROWING","UNT","Yes","MOVE","True",0.4555556,1.533336,1.522225,1,1.078,-0.011,-0.064,-0.291,-0.145,-0.231,-1.138,-0.52,-0.081,-0.133,-0.993,-0.514
"1426",32,20,"Female",19102018,47,"controllerRenderer_C","GROWING","LUM","Yes","MOVE","True",0.5888891,1.455558,1.722225,1,0.867,0.267,0.069,0.315,-0.223,-0.355,-0.938,-0.428,-0.292,-0.481,-0.715,-0.37
"1427",33,17,"Female",19102018,47,"controllerRenderer_A","VANISHING","UNT","Yes","MOVE","True",0.4333333,2.599999,2.733331,1,2.167,0.133,-0.086,-0.392,0.922,1.468,0.073,0.033,1.008,1.662,-0.849,-0.439
"1428",35,19,"Female",6112018,47,"controllerRenderer_G","VANISHING","LUM","Yes","MOVE","True",0.4888889,1.27778,1.311113,1,0.789,0.033,-0.031,-0.139,-0.401,-0.638,-1.349,-0.616,-0.37,-0.61,-0.948,-0.491
"1429",36,20,"Female",6112018,47,"controllerRenderer_B","ANTIGRAVITY","LUM","Yes","USE","True",0.4222222,2.455556,2.911108,1,2.033,0.456,-0.097,-0.442,0.777,1.238,0.251,0.114,0.874,1.441,-0.526,-0.272
"1430",37,21,"Female",7112018,47,"controllerRenderer_B","VANISHING","NoName1","No","USE","True",0.4111111,1.755559,3.144439,1,1.344,1.389,-0.108,-0.493,0.077,0.123,0.484,0.221,0.185,0.305,0.407,0.211
"1431",38,20,"Male",7112018,47,"controllerRenderer_B","CREATING","SNI","Yes","USE","True",0.4555556,2.311112,3.844433,1,1.856,1.533,-0.064,-0.291,0.633,1.008,1.184,0.541,0.697,1.149,0.551,0.285
"1432",39,20,"Female",8112018,47,"controllerRenderer_G","VANISHING","NoName3","No","MOVE","True",0.4111111,1.66667,1.66667,1,1.256,0,-0.108,-0.493,-0.012,-0.019,-0.994,-0.454,0.096,0.16,-0.982,-0.508
"1433",40,19,"Male",8112018,47,"controllerRenderer_A","CREATING","NoName1","No","MOVE","True",0.5888891,1.566669,1.622225,1,0.978,0.056,0.069,0.315,-0.112,-0.178,-1.038,-0.474,-0.181,-0.298,-0.926,-0.479
"1434",1922222,20,"Female",9102018,47,"controllerRenderer_E","VANISHING","UNT","Yes","USE","True",0.5333334,1.566669,2.211113,1,1.033,0.644,0.014,0.062,-0.112,-0.178,-0.449,-0.205,-0.126,-0.207,-0.337,-0.175
"1435",1,25,"Female",19092018,48,"controllerRenderer_I","ANTIGRAVITY","NoName1","No","MOVE","True",0.6666671,1.900004,1.944448,1,1.233,0.044,0.147,0.668,0.222,0.353,-0.716,-0.327,0.075,0.122,-0.938,-0.485
"1436",2,19,"Female",24092018,48,"controllerRenderer_E","VANISHING","LUM","Yes","MOVE","True",0.2888889,1.322224,1.333336,1,1.033,0.011,-0.231,-1.048,-0.356,-0.567,-1.327,-0.606,-0.125,-0.207,-0.971,-0.502
"1437",3,19,"Male",24092018,48,"controllerRenderer_B","CREATING","UNT","Yes","USE","True",0.4,1.844448,3.822211,1,1.444,1.978,-0.12,-0.543,0.166,0.264,1.162,0.53,0.286,0.47,0.996,0.515
"1438",5,20,"Female",25092018,48,"controllerRenderer_C","ANTIGRAVITY","NoName3","No","USE","True",0.6777782,2.855552,3.37777,1,2.178,0.522,0.158,0.718,1.177,1.875,0.717,0.327,1.019,1.68,-0.46,-0.238
"1439",6,35,"Female",26092018,48,"controllerRenderer_E","VANISHING","NoName1","No","MOVE","True",0.6666671,1.544447,5.511119,1,0.878,3.967,0.147,0.668,-0.134,-0.213,2.851,1.301,-0.281,-0.463,2.985,1.545
"1440",7,19,"Female",26092018,48,"controllerRenderer_A","VANISHING","NoName2","No","MOVE","True",0.8000008,1.600003,1.622225,1,0.8,0.022,0.28,1.274,-0.078,-0.125,-1.038,-0.474,-0.358,-0.592,-0.96,-0.497
"1441",8,21,"Female",27092018,48,"controllerRenderer_C","BLACKHOLE","SNI","Yes","USE","True",0.5111111,1.66667,3.15555,1,1.156,1.489,-0.008,-0.038,-0.012,-0.019,0.495,0.226,-0.004,-0.005,0.507,0.262
"1442",9,19,"Male",27092018,48,"controllerRenderer_A","VANISHING","SNI","Yes","USE","True",0.4111111,2.000004,3.733323,1,1.589,1.733,-0.108,-0.493,0.322,0.512,1.073,0.49,0.43,0.709,0.751,0.389
"1443",11,19,"Female",3102018,48,"controllerRenderer_B","SNOWING","UNT","Yes","MOVE","True",1.022224,1.76667,1.922226,1,0.744,0.156,0.503,2.283,0.088,0.141,-0.738,-0.337,-0.415,-0.684,-0.826,-0.427
"1444",12,19,"Female",3102018,48,"controllerRenderer_I","VANISHING","UNT","Yes","USE","True",0.4,1.27778,2.411112,1,0.878,1.133,-0.12,-0.543,-0.401,-0.638,-0.249,-0.114,-0.281,-0.463,0.152,0.078
"1445",13,19,"Female",4102018,48,"controllerRenderer_I","GROWING","NoName2","No","USE","True",0.5111111,1.311113,2.211113,1,0.8,0.9,-0.008,-0.038,-0.367,-0.585,-0.449,-0.205,-0.359,-0.592,-0.082,-0.042
"1446",14,20,"Female",5102018,48,"controllerRenderer_A","BLACKHOLE","SNI","Yes","MOVE","True",0.3888889,1.788892,1.900004,1,1.4,0.111,-0.131,-0.594,0.11,0.176,-0.76,-0.347,0.241,0.398,-0.87,-0.451
"1447",15,20,"Female",5102018,48,"controllerRenderer_B","GROWING","UNT","Yes","MOVE","True",0.5,1.688892,1.711114,1,1.189,0.022,-0.02,-0.089,0.01,0.017,-0.949,-0.433,0.03,0.05,-0.959,-0.497
